dsld_id,matching_rows,usable_rows,unresolved_rows,distinct_amounts,min_grams,max_grams,selected_source_rowid,product_name,raw_market_status,market_status,suggested_use,name_group,threshold_category
12792,1,1,0,1,3.0,3.0,117073,Monster Milk Peanut Butter Chocolate,Off Market,off_market,DIRECTIONS and USE (shaker bottle) 16 FL-OZ Mix 2 scoops (78g) into 16 fl-oz water MONSTER MILK can be used before workouts; after workouts; or prior to bedtime. Individual nutritional requirements vary depending on gender; body weight; level of activity and exercise/training intensity. CytoSport(TM) products complement a healthful eating and hydration plan that; when combined with a balanced exercise program; may contribute to healthy weight management and recovery from exercise. Use as part of a well-balanced diet that includes whole foods and other protein sources. Do not use this product as your sole source of nutrition.,name_without_creatine,at_least_3g
12798,1,1,0,1,3.0,3.0,117204,Monster Milk Chocolate,On Market,on_market,DIRECTIONS and USE (Image) Mix 2 scoops (78g) into 16 fl-oz water MONSTER MILK can be used before workouts; after workouts; or prior to bedtime. Individual nutritional requirements vary depending on gender; body weight; level of activity and exercise/training intensity. CytoSport(TM) products complement a healthful eating and hydration plan that; when combined with a balanced exercise program; may contribute to healthy weight management and recovery from exercise. Use as part of a well-balanced diet that includes whole foods and other protein sources. Do not use this product as your sole source of nutrition.,name_without_creatine,at_least_3g
12803,1,1,0,1,3.0,3.0,117263,Monster Milk Caffeinated Mocha Latte,On Market,on_market,DIRECTIONS and USE (Image) Mix 2 scoops (78g) into 16 fl-oz water MONSTER MILK can be used before workouts; after workouts; or prior to bedtime. Individual nutritional requirements vary depending on gender; body weight; level of activity and exercise/training intensity. CytoSport(TM) products complement a healthful eating and hydration plan that; when combined with a balanced exercise program; may contribute to healthy weight management and recovery from exercise. Use as part of a well-balanced diet that includes whole foods and other protein sources. Do not use this product as your sole source of nutrition.,name_without_creatine,at_least_3g
12850,1,1,0,1,3.0,3.0,117757,Monster Milk Brownie Batter,On Market,on_market,- DIRECTIONS and USE (Image) Mix 2 scoops (78g) into 16 fl-oz water MONSTER MILK can be used before workouts; after workouts; or prior to bedtime. Individual nutritional requirements vary depending on gender; body weight; level of activity and exercise/training intensity. CytoSport(TM) products complement a healthful eating and hydration plan that; when combined with a balanced exercise program; may contribute to healthy weight management and recovery from exercise. Use as part of a well-balanced diet that includes whole foods and other protein sources. Do not use this product as your sole source of nutrition.,name_without_creatine,at_least_3g
12852,1,1,0,1,3.0,3.0,117795,Monster Milk Chocolate Chip Cookie Dough,On Market,on_market,DIRECTIONS and USE (Image) Mix 2 scoops (78g) into 16 fl-oz water MONSTER MILK can be used before workouts; after workouts; or prior to bedtime. Individual nutritional requirements vary depending on gender; body weight; level of activity and exercise/training intensity. CytoSport(TM) products complement a healthful eating and hydration plan that; when combined with a balanced exercise program; may contribute to healthy weight management and recovery from exercise. Use as part of a well-balanced diet that includes whole foods and other protein sources. Do not use this product as your sole source of nutrition.,name_without_creatine,at_least_3g
12854,1,1,0,1,0.75,0.75,117804,Arginine Power Super Stack,On Market,on_market,SUGGESTED USAGE: As a dietary supplement; take 3 capsules 1 to 3 times daily; depending on your training intensity; with water or your favorite beverage. Arginine Stack should be consumed on an empty stomach at least 2 hours after a meal or protein shake.,name_without_creatine,below_3g
12858,1,1,0,1,3.0,3.0,117942,Arginine Power Super Stack Tropical Punch Flavor,Off Market,off_market,SUGGESTED USAGE: For best results; as a dietary supplement; mix 1 scoop (20 g) with 6 fl. oz. of water or your favorite beverage. Take 1 to 3 servings daily; depending on your training intensity. Arginine Stack should be consumed on an empty stomach at least 2 hours after a meal or protein shake.,name_without_creatine,at_least_3g
12990,1,1,0,1,5.0,5.0,119512,Competitive Mass,On Market,on_market,SUGGESTED USE: As a dietary supplement; take one (1) serving daily with water; juice or beverage of choice. Best if taken one hour before or after training.,name_without_creatine,at_least_3g
13018,1,1,0,1,5.0,5.0,119680,Creatine Monohydrate,Off Market,off_market,SUGGESTED USAGE: As a dietary supplement; mix 1 heaping teaspoon in fruit juice or other sweetened liquid 3 to 4 times daily; before and after exercise; for the first 7 days. Thereafter; for maintenance use; consume 1 to 3 times daily. Allow 3 to 4 hours between doses. For continuous use beyond 28 days; use one serving daily. Consider taking this product in combination with NOW(R) Pyruvate; D-Ribose and Carbo Gain.,name_contains_creatine,at_least_3g
13019,1,1,0,1,5.0,5.0,119682,Creatine Monohydrate,Off Market,off_market,SUGGESTED USAGE: As a dietary supplement; mix 1 heaping teaspoon in fruit juice or other sweetened liquid 3 to 4 times daily; before and after exercise; for the first 7 days. Thereafter; for maintenance use; consume 1 to 3 times daily. Allow 3 to 4 hours between doses. For continuous use beyond 28 days; use one serving daily. Consider taking this product in combination with NOW(R) Pyruvate; D-Ribose and Carbo Gain.,name_contains_creatine,at_least_3g
13020,1,1,0,1,5.0,5.0,119684,Creatine Monohydrate,Off Market,off_market,SUGGESTED USAGE: As a dietary supplement; mix 1 heaping teaspoon in fruit juice or other sweetened liquid 3 to 4 times daily; before and after exercise; for the first 7 days. Thereafter; for maintenance use; consume 1 to 3 times daily. Allow 3 to 4 hours between doses. For continuous use beyond 28 days; use one serving daily. Consider taking this product in combination with NOW(R) Pyruvate; D-Ribose and Carbo Gain.,name_contains_creatine,at_least_3g
13022,1,1,0,1,5.0,5.0,119688,Micronized Creatine Monohydrate,Off Market,off_market,SUGGESTED USAGE: As a dietary supplement; mix 1 level tablespoon in fruit juice or other sweetened liquid 3 to 4 times daily; before and after exercise; for the first 7 days.  Thereafter; for maintenance use; consume 1 to 3 times daily. Allow 3 to 4 hours between doses. For continuous use beyond 28 days; use one serving daily. Consider taking this product in combination with NOW(R) Pyruvate; D-Ribose and Carbo Gain.,name_contains_creatine,at_least_3g
13024,1,1,0,1,4.5,4.5,119694,Creatine Monohydrate 1500 mg,On Market,on_market,SUGGESTED USAGE: As a dietary supplement; take 3 tablets with fruit juice or other sweetened liquid 3 to 4 times daily; before and after exercise; for the first 7 days. Thereafter; for maintenance use; consume 3 tablets 1 to 3 times daily. Allow 3 to 4 hours between doses. For continuous use beyond 28 days; use one serving (3 tablets) daily. Consider taking this product in combination with NOW(R) Pyruvate; D-Ribose and Carbo Gain.,name_contains_creatine,at_least_3g
13029,1,1,0,1,4.5,4.5,119713,Creatine Monohydrate 1500 mg,On Market,on_market,SUGGESTED USAGE: As a dietary supplement; take 3 tablets with fruit juice or other sweetened liquid 3 to 4 times daily; before and after exercise; for the first 7 days. Thereafter; for maintenance use; consume 3 tablets 1 to 3 times daily. Allow 3 to 4 hours between doses. For continuous use beyond 28 days; use one serving (3 tablets) daily. Consider taking this product in combination with NOW(R) Pyruvate; D-Ribose and Carbo Gain.,name_contains_creatine,at_least_3g
13106,1,1,0,1,2.5,2.5,120052,Ribose Energy With Creatine,Off Market,off_market,SUGGESTED USAGE: As a dietary supplement; mix 2 1/2 level teaspoons in juice or water 2 to 3 times daily; preferably before and after exercise. Consider taking this product in combination with NOW(R) Pyruvate and Carbo Gain.,name_contains_creatine,below_3g
1312,1,0,1,0,,,5391,NOS Blast Concentrate,On Market,on_market,DIRECTIONS: For adults; mix one (1) to three (3) scoops with 4-8 fl. ounces of water or juice and consume 30-45 minutes before your workout. Limit your use to no more than three (3) scoops in a 24-hour period. Begin with half the recommended dosage to assess individual tolerance. Use in conjunction with an intense daily exercise program and a balanced diet including an adequate caloric intake.,name_without_creatine,unusable
13265,1,0,1,0,,,121039,Ultimate Protein System Vanilla,Off Market,off_market,DIRECTIONS FOR USE: Adults using scoop provided; add one (1) scoop (28.4 g)(1 oz.) to one (1) cup (8 fl. oz.)(237 mL) or more of either cold water or your favorite cold beverage. Stir briskly until dissolved for a tasty vanilla protein supplement. For a creamier texture; use a blender and add ice. You may also try adding your favorite fruit. We recommend one (1) serving per day. As a reminder; discuss the supplements and medications that you take with your health care providers.,name_without_creatine,unusable
13274,1,0,1,0,,,121149,Ultimate Protein System Vanilla,Off Market,off_market,DIRECTIONS FOR USE: Adults using scoop provided; add one (1) scoop (28.4 g)(1 oz.) to one (1) cup (8 fl. oz.)(237 mL) or more of either cold water or your favorite cold beverage. Stir briskly until dissolved for a tasty vanilla protein supplement. For a creamier texture; use a blender and add ice. You may also try adding your favorite fruit. We recommend one (1) serving per day. As a reminder; discuss the supplements and medications that you take with your health care providers.,name_without_creatine,unusable
13278,1,0,1,0,,,121195,Ultimate Protein System Chocolate,Off Market,off_market,DIRECTIONS FOR USE: Adults using scoop provided; add one (1) scoop (1 oz.)(28.4 g) to one (1) cup (8 fl. oz.)(237 mL) or more of either cold water or your favorite cold beverage. Stir briskly until dissolved for a tasty chocolate protein supplement. For a creamier texture; use a blender and add ice. You may also try adding your favorite fruit. We recommend one (1) serving per day. As a reminder; discuss the supplements and medications that you take with your health care providers.,name_without_creatine,unusable
13283,1,0,1,0,,,121252,Ultimate Protein System Chocolate,Off Market,off_market,DIRECTIONS FOR USE: Adults using scoop provided; add one (1) scoop (28.4 g)(1 oz.) to one (1) cup (8 fl. oz.)(237 mL) or more of either cold water or your favorite cold beverage. Stir briskly until dissolved for a tasty chocolate protein supplement. For a creamier texture; use a blender and add ice. You may also try adding your favorite fruit. We recommend one (1) serving per day.,name_without_creatine,unusable
13301,1,1,0,1,5.0,5.0,121377,Ultimate Creatine Monohydrate,Off Market,off_market,Directions For Use: LOADING PHASE: Adults mix one (1) teaspoonful (5 g) with juice or water four (4) times daily for five (5) days on an empty stomach.WORKOUT ENHANCEMENT: Adults mix one (1) teaspoonful (5 g) with water 1/2 hour before workout. One teaspoonful (5 g) immediately after workout; mixed with juice; water or BIOCHEM'S ULTIMATE PROTEIN SYSTEM(R) DRINK. As a reminder; discuss the supplements and medications that you take with your health care providers.,name_contains_creatine,at_least_3g
13927,2,2,0,2,5.0,10.0,125785,Pre-Load Creatine Complex Fruit Punch,On Market,on_market,,name_contains_creatine,at_least_3g
14420,2,2,0,2,1.667,5.0,129581,Nano Vapor Blue Raspberry,Off Market,off_market,DIRECTIONS: This is an extremely strong product. Please read the entire directions before consuming; and follow the tolerance assessment protocol. Assess your tolerance first by mixing 1 serving (1 scoop) with 4 oz. of cold water and drinking it about 30 minutes before your daily workout. Then increase the dosage to 2 and then 3 servings mixed with 8 to 12 oz. of cold water before working out. Do not exceed 3 servings (3 scoops) in a 24-hour period. Maintain an adequate state of hydration during use.,name_without_creatine,at_least_3g
14436,1,1,0,1,5.0,5.0,129678,Creatine,Off Market,off_market,DOSAGE: Mix 1 teaspoon in 14-16 ounces of your beverage of choice.,name_contains_creatine,at_least_3g
14523,1,0,1,0,,,130770,Encharge,On Market,on_market,Recommended Use: Dr. Darren Burke (PhD) recommends 3 capsules in the morning and 3 capsules in the afternoon. On training days; take one of your servings 30-60 minutes before exercise. For best results use ENCHARGE every day and combine with resistance exercise 3-5 days per week.,name_without_creatine,unusable
14625,1,1,0,1,1.5,1.5,132012,Monster Pump Fruit Punch,On Market,on_market,DIRECTIONS and USEMonster Pump NOS contains caffeine. Individuals highly sensitive to caffeine or other stimulants should not use this product. Read product warning prior to use. For best results consume approximately 10-30 minutes before training. First time users should start by mixing 1 scoop (15.2g) with 8 fl-oz of water. Experienced; tolerant users may choose to mix 2 scoops (30.4g) with 16 fl-oz of water. Experienced; highly tolerant users may mix up to 3 scoops (45.6g) with 16-24 fl-oz of water. Do not exceed 3 servings/scoops in a 24 hour period. Cytosport(TM) products complement a healthful eating and hydration plan; that when combined with a balanced exercise program; may contribute to healthy weight management and recovery from exercise. Do not use this product as your sole source of nutrition. (picture) 8-10 FL-OZ Mix 1 scoop (12.5g) into 8-10 fl-oz water ,name_without_creatine,below_3g
14653,1,1,0,1,1.5,1.5,132197,Monster Pump Blue Raspberry,On Market,on_market,DIRECTIONS and USEMONSTER PUMP NOS contains caffeine. Individuals highly sensitive to caffeine or other stimulants should not use this product. Read product warning prior to use. For best results consume approximately 10-30 minutes before training. First time users should start by mixing 1 scoop (15.2g) with 8 fl-oz of water. Experienced; tolerant users may choose to mix 2 scoops (30.4g) with 16 fl-oz of water. Experienced; highly tolerant users may mix up to 3 scoops (45.6g) with 16-24 fl-oz of water. Do not exceed 3 servings/scoops in a 24 hour period. Cytosport(TM) products complement a healthful eating and hydration plan; that when combined with a balanced exercise program; may contribute to healthy weight management and recovery from exercise. Do not use this product as your sole source of nutrition. (picture) 8-10 FL-OZ Mix 1 scoop (12.5g) into 8-10 fl-oz water ,name_without_creatine,below_3g
14655,1,1,0,1,1.5,1.5,132220,Monster Pump Sour Grape,On Market,on_market,DIRECTIONS and USEMONSTER PUMP NOS contains caffeine. Individuals highly sensitive to caffeine or other stimulants should not use this product. Read product warning prior to use. For best results consume approximately 10-30 minutes before training. First time users should start by mixing 1 scoop (15.2g) with 8 fl-oz of water. Experienced; tolerant users may choose to mix 2 scoops (30.4g) with 16 fl-oz of water. Experienced; highly tolerant users may mix up to 3 scoops (45.6g) with 16-24 fl-oz of water. Do not exceed 3 servings/scoops in a 24 hour period. Cytosport(TM) products complement a healthful eating and hydration plan; that when combined with a balanced exercise program; may contribute to healthy weight management and recovery from exercise. Do not use this product as your sole source of nutrition. (picture) 8-10 FL-OZ Mix 1 scoop (12.5g) into 8-10 fl-oz water ,name_without_creatine,below_3g
14657,1,1,0,1,5.0,5.0,132236,Creatine Creapure Unflavored,On Market,on_market,DIRECTIONS and USEUse as a dietary supplement; use 1-3 servings (5g/serving). Mix with water or beverage of your choice. CytoSport products complement a healthful eating and hydration plan that; when combined with a balanced exercise program may contribute to healthy weight management and recovery from exercise. Use as part of a well balanced diet. When taking any creatine supplement it is important to stay hydrated. Drink 128 fl-oz of water daily to ensure adequate hydration. Do not use this product as your sole source of nutrition.(picture of glass and scoop),name_contains_creatine,at_least_3g
1497,1,1,0,1,5.0,5.0,6192,Creatine Extreme Caps 1000 mg,On Market,on_market,DIRECTIONS: For adults; take five (5) capsules daily with juice or other glucose containing liquid. Take this product with an adequate fluid intake.,name_contains_creatine,at_least_3g
15220,1,1,0,1,0.08,0.08,137587,Energy Formula,Off Market,off_market,DIRECTIONS: Adults take 4 capsules per day with food. You may take all 4 capsules together or at separate times; or as directed by a healthcare practitioner.,name_without_creatine,below_3g
15357,1,1,0,1,0.1,0.1,138631,Detoxygen,Off Market,off_market,DIRECTIONS: As a dietary supplement; two tablets once daily.,name_without_creatine,below_3g
15499,1,1,0,1,4.2,4.2,140987,Creatine 4200,Off Market,off_market,FOR MAXIMUM RESULTS; TAKE SIX (6) CAPSULES WITH JUICE DAILY. Use in conjunction with an intense daily exercise program and a balanced diet including an adequate caloric intake.Directions: For adults; take six (6) capsules daily with juice or other glucose-containing liquid. Take this product with an adequate fluid intake.,name_contains_creatine,at_least_3g
15500,1,1,0,1,4.2,4.2,140988,Creatine 4200,Off Market,off_market,FOR MAXIMUM RESULTS; TAKE SIX (6) CAPSULES WITH JUICE DAILY. Use in conjunction with an intense daily exercise program and a balanced diet including an adequate caloric intake.Directions: For adults; take six (6) capsules daily with juice or other glucose-containing liquid. Take this product with an adequate fluid intake. PRE & POST WORKOUT,name_contains_creatine,at_least_3g
15583,1,1,0,1,3.0,3.0,142157,Xtreme Size Up Vanilla,Off Market,off_market,FOR MAXIMUM RESULTS; TAKE FOUR (4) SCOOPS WITH 16 OZ. WATER IMMEDIATELY FOLLOWING YOUR WORKOUT. Use in conjunction with an intense daily exercise program and a balanced diet including an adequate caloric intake. Directions: For adults; add four (4) scoops (600 calories) (167g) to 16 ounces of cold water and mix thoroughly in a blender or shaker. For increased calories; use 16 ounces of skim milk (772 total calories) or 2% milk (844 total calories) instead of water. Increase or decrease the amount of liquid to achieve desired consistency. Drink immediately for best results.,name_without_creatine,at_least_3g
15594,1,1,0,1,3.0,3.0,142304,Xtreme Size Up Chocolate,Off Market,off_market,FOR MAXIMUM RESULTS; TAKE FOUR (4) SCOOPS WITH 16 OZ. WATER IMMEDIATELY FOLLOWING YOUR WORKOUT. Directions: For adults; add four (4) scoops (600 calories) (167g) to 16 ounces of cold water and mix thoroughly in a blender or shaker. For increased calories; use 16 ounces of skim milk (772 total calories) or 2% milk (844 total calories) instead of water. Increase or decrease the amount of liquid to achieve desired consistency. Drink immediately for best results. Use in conjunction with an intense daily exercise program and a balanced diet including an adequate caloric intake.,name_without_creatine,at_least_3g
15636,1,1,0,1,2.0,2.0,142993,Zone 5 Neuro-Muscular Accelerant,Off Market,off_market,SUGGESTED USE: Mix one heaping tablespoon with your favorite beverage or sports drink before training session.,name_without_creatine,below_3g
15668,1,0,1,0,,,143481,Advanced Creatine Blast Grape,Off Market,off_market,Use in conjunction with an intense daily exercise program and a balanced diet including an adequate caloric intake. FOR BEST RESULTS; CONSUME (1) SCOOP WITH 6-8 FLUID OUNCES OF COLD WATER BEFORE YOUR WORKOUT. Directions:Workout Days - For adults; mix one (1) scoop (48 g) with 6-8 fluid ounces of cold water or juice and consume before your workout. Individuals weighing more than 125 lbs should consume another scoop immediately after your workout.Non-Workout Days - Mix one (1) scoop (48 g) with 6-8 fluid ounces of cold water or juice with breakfast.Creatine should be consumed within 10 minutes after mixing. Take this product with an adequate fluid intake.,name_contains_creatine,unusable
15671,1,1,0,1,5.0,5.0,143501,Creatine,Off Market,off_market,FOR MAXIMUM RESULTS; TAKE ONE (1) HEAPING TEASPOON DAILY. Use in conjunction with an intense daily exercise program and a balanced diet including an adequate caloric intake. Directions: For adults; take one (1) heaping teaspoon (5 g) daily. For best results; on non-workout days take one (1) teaspoon; preferably before breakfast. Mix with juice or other glucose-containing liquid. Creatine should be consumed within 10 minutes after mixing. Take this product with an adequate fluid intake.,name_contains_creatine,at_least_3g
